SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,TotalSpend
1,0.4309983366751445,0.8460288442770204,0.6862448480963709,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.3646370246625906
0,-0.7098325790615434,1.1402067680977384,-0.3780537333383605,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,-0.8093559108622448
1,-0.3023929662984406,0.15628964435838757,-0.23411632284938455,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,-0.04726088915926116
1,-0.9950403079957154,0.526920587929123,-0.727959511909416,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-0.524307224102278
1,1.1236456783724194,0.33412601638560113,0.9587222265423222,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,0.37543925434347286
1,-0.5876006952326126,1.0188791497987983,-0.23416044159589464,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,-0.5986940967797871
0,1.24587756220135,1.1584890119510036,1.7770587961836308,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,1.4433354660465672
1,1.368109446030281,1.451004913603243,2.114633385105133,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,1.9851335285369485
0,0.06430268518835193,-1.3245721077560746,-0.6128095835182352,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,-0.08517354325431063
0,1.6125732136881425,1.419426492402149,2.457590461100858,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,2.288929140447021
0,0.5939741817803856,1.1867433888151402,1.0693499834162248,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,0.704894933354755
0,1.1236456783724194,0.8343946890976701,1.3974169824648146,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.9375639864614955
0,1.6125732136881425,-0.7544985039679034,0.2994337380696746,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,-1.2166840772664178
0,-0.5876006952326126,-0.3456410505221597,-0.5851030107099358,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,0.2030989215877516
0,-0.9542963467194051,0.9839766842607471,-0.6291555791002016,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,-0.9390053550471046
0,-1.1987601143772668,0.3490842159019089,-0.8996696733264564,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,-0.4184682345818708
0,0.5939741817803856,0.4687498120323708,0.6031251296714726,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,0.278425286061637
0,-0.05792919864057891,0.4787219450432425,0.09436980429105073,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,-0.027731978648014296
0,0.7162060656093164,-1.4841262359300234,-0.5966621222955638,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-1.062940212303006
0,-0.9135523854430948,0.5003282332334644,-0.6158758364006823,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.4570760509749605
0,-1.2802480369298874,-0.5234774225493735,-0.9857232883942716,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.6701809425959525
0,0.797693988161937,-1.4758161250876303,-0.5261824247457894,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-1.177249650614848
1,1.2866215234776603,1.5557123102173966,2.124626281189655,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,2.0016129426648575
0,1.2051336009250397,-1.3478404181147754,-0.3788478707755411,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,-1.6243277765549704
0,-1.1987601143772668,-0.009912572489475751,-0.929096877248647,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0.0118827965312569
1,0.9606698332671781,1.5191478225108668,1.7013069084259078,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,1.4593994853597112
0,0.5532302205040753,-0.30409049631019386,0.17892338197752508,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,-0.16823205232688226
0,-0.9950403079957154,-0.3373309396797665,-0.7946008785128177,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.33565788211543895
1,-0.09867315991688919,0.33080197204864403,-0.07588443849115852,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,-0.03264127588877816
0,0.512486259227765,-1.2929936865549807,-0.47061486351640547,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,-0.6626414976276794
0,-1.2802480369298874,0.48370801154867815,-0.9723553082017324,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,-0.6192662322324545
0,-0.8728084241667845,-0.47361675749501453,-0.757938200162982,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.41337669576820574
0,-1.0357842692720256,0.3440981493964733,-0.7881374821490981,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.35641145023048243
0,0.3902543753988342,1.2964368519347298,0.9018752216641471,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.5059401538958188
0,0.6754621043330061,-1.4841262359300234,-0.5779337144020558,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,-1.0024710304171172
0,-0.9542963467194051,1.1468548567716528,-0.6020225499965326,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,-1.094439400034595
0,0.10504664646466222,-0.08802761440797156,-0.029934764000961456,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,-0.009247005689841796
0,0.6347181430566958,-1.4675060142452372,-0.5410283829464149,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-0.9314526922862699
0,0.5532302205040753,-1.4907743246039378,-0.5983386346629451,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,-0.8247414083224505
0,-0.13941712119319946,-1.0320562061038352,-0.5620950844049546,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.14388630516457204
0,-0.09867315991688919,0.5734572086465244,0.1265764892433733,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.05658483485427139
1,-1.2802480369298874,0.32913994988016554,-0.9744068299144488,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.4213807747092835
0,1.368109446030281,0.6382760732171912,1.5136919388920012,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0.8732315249435544
0,1.3273654847539706,1.5374300663641316,2.128155780910457,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,2.040731605314755
0,1.6125732136881425,1.2000395661629695,2.283475827999021,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,1.935151659760344
0,-0.8320644628904743,0.47041183420084937,-0.59822833779667,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.3914129701616526
0,1.5718292524118322,0.06820246942901982,1.0877033819643973,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,0.10720263653525706
0,-1.1172721918246462,-1.4542098368974081,-0.9571343406557717,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,1.6247482118433285
0,0.797693988161937,-1.4558718590658866,-0.5188807721983792,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-1.1613402295110007
1,-0.3023929662984406,1.1202625020759949,0.10200234743728616,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,-0.33875950103567304
0,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1.8979218994870266
0,-1.2802480369298874,-1.5073945462887242,-0.998782437361241,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,1.9298389087649575
0,0.22727853029359305,1.0039209502824906,0.5833819906082337,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,0.22816967811115177
1,1.368109446030281,-0.6398189743428778,0.3282212201674698,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.8753423825478971
0,1.4495973685829016,1.5025276008260804,2.3508892726663486,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,2.1780600563806662
0,-1.1172721918246462,-1.346178395946297,-0.963156549554391,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.5040476870259056
0,1.6125732136881425,1.3080710071140806,2.214650583443373,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,2.109360267674238
0,-0.01718523736426863,-1.1517218022342968,-0.5980959815571398,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.019792612548999645
0,0.4309983366751445,0.9823146620922681,0.7226648733404015,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,0.4233759854533742
0,1.6125732136881425,-1.509056568457203,-0.4059147217594451,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,-2.4334642002342326
0,0.9199258719908678,1.0620917261792426,1.303973477356569,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.9770456573397258
0,0.797693988161937,-0.2276374765601766,0.3348390321439745,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,-0.18158504653240673
0,0.4309983366751445,0.8925654649944222,0.7371358221956916,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0.3846942307862729
1,0.18653456901728277,0.3889727479453962,0.25802829447001063,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.07255686389746265
0,1.2866215234776603,-0.33899296184824507,0.5030417532134674,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,-0.4361556410213935
0,-1.1987601143772668,0.8327326669291911,-0.897772567226525,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.9982467070537235
0,0.1457906077409725,-1.1218054032016815,-0.5104320322417084,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.16354869149987986
0,-0.9135523854430948,1.178433277972747,-0.5376532988383974,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,-1.0765605321775287
0,0.3495104141225239,-1.4675060142452372,-0.6389058220789184,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,-0.5129086347661473
0,-0.22090504374582004,0.6781646052606785,-0.05810458364761617,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,-0.14980998179197696
0,0.9606698332671781,1.1634750784564392,1.4259838708300596,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,1.1177154096312645
0,-1.076528230548336,-1.4658439920767583,-0.957619646867382,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1.5780224390503015
0,-1.1987601143772668,0.3191678168692938,-0.9060889509436658,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.3826056486557772
0,-1.0357842692720256,-0.46863069098957844,-0.8527935051595485,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4854002978250849
0,-1.1580161531009565,-1.4608579255713225,-0.9796128420026324,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1.6916970751971463
0,0.02355872391204165,0.802816267896576,0.32839769515350997,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,0.0189133268074711
1,-0.22090504374582004,0.44049543516823375,-0.06520770183573112,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.09730766337567272
0,1.6125732136881425,-1.3711087284734764,-0.24677840309776344,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,-2.211013208590337
0,-1.2802480369298874,-1.4974224132778524,-0.9986500811217108,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1.9170721050537851
1,1.5718292524118322,-0.2774981416145356,0.7509229304800763,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,-0.43617969647964827
0,-0.791320501614164,0.703094937787858,-0.4710339916082507,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,-0.5563734388526672
0,-0.3023929662984406,-0.20603118836995443,-0.3444131891244619,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,0.062302382201183296
0,1.4088534073065913,-0.47361675749501453,0.43095172141607685,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-0.6672565825543507
0,-1.2802480369298874,-0.9755474523755615,-0.991723437919636,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,1.2489427108357654
0,-1.2395040756535771,-0.6797075063863649,-0.9715170520180417,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.8425002244182291
0,0.4309983366751445,-1.2996417752288951,-0.48314458752525424,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,-0.5601434433971858
0,-0.38388088885106114,0.3391120828910372,-0.22271162687654159,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.1301786478003461
0,1.2866215234776603,-1.4824642137615447,-0.44363625002552154,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,-1.9073703652109906
0,1.0014137945434884,-1.5024084797832884,-0.4909315462842747,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,-1.5045325766940967
1,-1.2802480369298874,0.18786806555948168,-0.9762818766411252,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,-0.2405177221343418
1,1.6125732136881425,0.7728998688639604,1.8275527015643613,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,1.2463576253931006
0,-0.9950403079957154,0.21113637591818266,-0.7586882188536525,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.2100892045227276
